sentence_id,text,aspect_terms,aspect_categories
1618#10,"Xo'sh, dedim.",[],"[{'category': 'ovqat', 'polarity': 'neutral'}]"
1201#1,Eng yaxshi milliy taomlar shu yerda :)),"[{'from': 18, 'polarity': 'positive', 'term': 'taomlar', 'to': 25}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2132#1,toshkentdagi mukammal taomlar,"[{'from': 23, 'polarity': 'positive', 'term': 'taomlar', 'to': 30}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2971#1,"""Sovet davri"" uslubidahi ham nomi, ham interyeri bilan juda qiziqarli joy.","[{'from': 40, 'polarity': 'positive', 'term': 'interyeri', 'to': 49}
 {'from': 0, 'polarity': 'positive', 'term': '""Sovet davri"" uslubidahi', 'to': 24}]","[{'category': 'boshqalar', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
654#1,Band.,[],"[{'category': 'muhit', 'polarity': 'negative'}]"
2016#5,"Menyu juda katta - butun kitob, taomlar tanlovi va umuman bu yerdagi oshxona menga yoqadi.","[{'from': 32, 'polarity': 'positive', 'term': 'taomlar', 'to': 39}
 {'from': 0, 'polarity': 'positive', 'term': 'Menyu', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'positive'}]"
285#1,Yaxshi xizmat ko'rsatadigan ajoyib restoran.,"[{'from': 35, 'polarity': 'positive', 'term': 'restoran', 'to': 43}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2855#5,"Odamlar ko'p, muzqaymoq sotish joylari, sayr qilish velosiped ijarasi mavjud.","[{'from': 0, 'polarity': 'neutral', 'term': 'Odamlar', 'to': 7}
 {'from': 14, 'polarity': 'neutral', 'term': 'muzqaymoq', 'to': 23}
 {'from': 52, 'polarity': 'neutral', 'term': 'velosiped ijarasi', 'to': 69}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
2177#1,Juda yoqdi!,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1819#3,"Ular bizni xizmat qilishimizni xohlashdi, ofitsiantlar bizni eshitmagandek ko'rsatishdi.","[{'from': 42, 'polarity': 'negative', 'term': 'ofitsiantlar', 'to': 54}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
611#1,Juda mazali milliy taomlar!,"[{'from': 19, 'polarity': 'positive', 'term': 'taomlar', 'to': 26}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2482#5,"Narxlar o'rtacha darajadan yuqori, ammo sifat bilan nisbati mukammaldir.","[{'from': 0, 'polarity': 'negative', 'term': 'Narxlar', 'to': 7}
 {'from': 40, 'polarity': 'positive', 'term': 'sifat', 'to': 45}]","[{'category': 'boshqalar', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'negative'}]"
2934#1,Mazali oshxona va yoqimli atmosfera.,"[{'from': 7, 'polarity': 'positive', 'term': 'oshxona', 'to': 14}
 {'from': 26, 'polarity': 'positive', 'term': 'atmosfera', 'to': 35}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1476#3,"Shuningdek, soat 20.00 dan keyin.","[{'from': 12, 'polarity': 'neutral', 'term': 'soat 20.00', 'to': 22}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
93#1,Bugun men ular bilan Express 24 orqali buyurtma berdim.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1552#7,"Biz Amerikadan kelgan mehmonlar bilan birga edik, bu restoranga birinchi marta tashrif buyurdik va hech qachon qaytib kelmaymiz!","[{'from': 53, 'polarity': 'negative', 'term': 'restoranga', 'to': 63}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
278#1,"Assalomu alaykum, men raqamingiz yo'qotib qo'ydim, menga qayta yubora olasizmi?","[{'from': 22, 'polarity': 'neutral', 'term': 'raqamingiz', 'to': 32}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1618#8,Ofitsiant sahifadagi buyurtmani eslay olmasligini aytdi.,"[{'from': 0, 'polarity': 'negative', 'term': 'Ofitsiant', 'to': 9}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2661#7,Mazali taom.,"[{'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1668#1,"Yaxshi, qulay joy.","[{'from': 14, 'polarity': 'positive', 'term': 'joy', 'to': 17}]","[{'category': 'muhit', 'polarity': 'positive'}]"
860#3,"Aytgancha, kim qiziqsa, men 71-200-9-444 call-markazini qoldiraman","[{'from': 41, 'polarity': 'neutral', 'term': 'call-markazini', 'to': 55}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1145#1,Juda mazali,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
2681#2,Yaxshi ovqat.,"[{'from': 7, 'polarity': 'positive', 'term': 'ovqat', 'to': 12}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2068#3,"Biz buyurtma qilmoqchi bo'lgan bir nechta go'shtli taomlar sotildi, shuning uchun biz buni yaxshi belgi deb bilamiz :) Ularning an'anaviy shirinliklarini o'tkazib yubormang, ular odatda mayda kuchli qora choy bilan birga keladi.","[{'from': 51, 'polarity': 'positive', 'term': 'taomlar', 'to': 58}
 {'from': 138, 'polarity': 'positive', 'term': 'shirinliklarini', 'to': 153}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1906#1,Ajoyib xodimlar,"[{'from': 7, 'polarity': 'positive', 'term': 'xodimlar', 'to': 15}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1594#1,Juda yaxshi,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1100#1,Mazali,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
1943#1,"Menyuni ko'rib chiqishning hojati yo'q, baribir 90% ovqat yo'q, ofitsiantdan nima ekanligini so'ragan ma'qul va u 10 marta oshpazning oldiga borib, nima ekanligini so'rash mumkin ...","[{'from': 0, 'polarity': 'negative', 'term': 'Menyuni', 'to': 7}
 {'from': 64, 'polarity': 'positive', 'term': 'ofitsiantdan', 'to': 76}]","[{'category': 'boshqalar', 'polarity': 'negative'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
1965#2,"Yaxshi xizmat, afsuslanmaysiz 🥰🥰🥰","[{'from': 7, 'polarity': 'positive', 'term': 'xizmat', 'to': 13}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
184#1,Yomon emas,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
555#1,"To'ylar va umuman bayramlar uchun yaxshi joy, men u yerga borganman))","[{'from': 41, 'polarity': 'positive', 'term': 'joy', 'to': 44}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2233#1,Juda mazali taom va juda yaxshi xizmat.,"[{'from': 12, 'polarity': 'positive', 'term': 'taom', 'to': 16}
 {'from': 32, 'polarity': 'positive', 'term': 'xizmat', 'to': 38}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
982#1,Ovqat yaxshi.,"[{'from': 0, 'polarity': 'positive', 'term': 'Ovqat', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1825#11,"U meni diqqat bilan tingladi va ha, deb bosh irg'adi.","[{'from': 0, 'polarity': 'neutral', 'term': 'U meni', 'to': 6}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1920#2,Xizmat yaxshi,"[{'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1496#6,Tavsiya qilmayman.,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
510#1,"Yaxshi, lekin nisbatan qimmat",[],"[{'category': 'narx', 'polarity': 'conflict'}]"
2276#1,Ajoyib muassasa.,"[{'from': 7, 'polarity': 'positive', 'term': 'muassasa', 'to': 15}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1730#1,Bu joyni yaxshi ko'raman.,"[{'from': 3, 'polarity': 'positive', 'term': 'joyni', 'to': 8}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2425#2,Tug'ilgan kuningizni zo'r nishonladik!,"[{'from': 0, 'polarity': 'positive', 'term': ""Tug'ilgan kuningizni"", 'to': 20}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1469#4,MasterCard kartasiga ham xizmat bor.,"[{'from': 0, 'polarity': 'neutral', 'term': 'MasterCard', 'to': 10}]","[{'category': 'xizmat', 'polarity': 'neutral'}]"
1775#1,Xizmat yaxshi,"[{'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2658#3,Toshkentda shunday ajoyib joy topilganiga hayron bo'ldim.,"[{'from': 26, 'polarity': 'positive', 'term': 'joy', 'to': 29}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1651#5,endi ketmaylik.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2460#2,Yagona kamchilik - yo'l chetidagi terasta ovqatlanayotganda shovqin.,"[{'from': 19, 'polarity': 'negative', 'term': ""yo'l chetidagi terasta"", 'to': 41}]","[{'category': 'muhit', 'polarity': 'negative'}]"
1706#10,"Biz yerto'lada o'tirdik, faqat uzoqdagi stolda 3 qiz va restoranning boshqa burchagida 4 erkakdan tashqari.","[{'from': 56, 'polarity': 'neutral', 'term': 'restoranning', 'to': 68}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
2097#1,har doim mazali,"[{'from': 0, 'polarity': 'positive', 'term': 'har doim', 'to': 8}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
320#1,Toshkentdagi yaxshi restoran.,"[{'from': 20, 'polarity': 'positive', 'term': 'restoran', 'to': 28}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2446#1,Ajoyib!,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1716#2,"“Kamolon” yaqinida u yerda arzonroq, ammo palovning ta’mi yaxshiroq.","[{'from': 1, 'polarity': 'positive', 'term': 'Kamolon', 'to': 8}
 {'from': 42, 'polarity': 'positive', 'term': 'palovning', 'to': 51}]","[{'category': 'narx', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2891#1,"Yaxshi restoran, yaxshi xizmat.","[{'from': 24, 'polarity': 'positive', 'term': 'xizmat', 'to': 30}
 {'from': 7, 'polarity': 'positive', 'term': 'restoran', 'to': 15}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
365#1,Muhit ajoyib.,"[{'from': 0, 'polarity': 'positive', 'term': 'Muhit', 'to': 5}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2403#1,Zo'r,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
448#1,atmosfera yaxshi,"[{'from': 0, 'polarity': 'positive', 'term': 'atmosfera', 'to': 9}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1878#2,Va u erda hamma narsa mazali,"[{'from': 10, 'polarity': 'positive', 'term': 'hamma narsa', 'to': 21}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1489#1,Ichki va oshxona +5,"[{'from': 9, 'polarity': 'positive', 'term': 'oshxona', 'to': 16}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1058#1,Ovqat juda mazali,"[{'from': 0, 'polarity': 'positive', 'term': 'Ovqat', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2175#3,Xizmat juda yaxshi - ofitsiantlar 5 ball.,"[{'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1431#1,"Ajoyib taom, tezkor xizmat va ajoyib shirinliklar","[{'from': 20, 'polarity': 'positive', 'term': 'xizmat', 'to': 26}
 {'from': 37, 'polarity': 'positive', 'term': 'shirinliklar', 'to': 49}
 {'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
844#2,Lekin arzon emas.,[],"[{'category': 'narx', 'polarity': 'negative'}]"
2559#3,Menyu katta va mazali.,"[{'from': 0, 'polarity': 'positive', 'term': 'Menyu', 'to': 5}]","[{'category': 'boshqalar', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
1474#1,"Restoranda juda chiroyli, tashqi va ichki dizayn betakror.","[{'from': 0, 'polarity': 'positive', 'term': 'Restoranda', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2747#1,"Qayd etilishicha, kafe 24 soat ochiq, biroq ishlamaydi","[{'from': 18, 'polarity': 'conflict', 'term': 'kafe', 'to': 22}]","[{'category': 'boshqalar', 'polarity': 'conflict'}]"
862#1,To'ydan to maxsusgacha har xil oshni tatib ko'rdim shunchaki KOMBINATION albatta bahosi 5 ball hammaga tavsiya qilaman zo'r joy,"[{'from': 61, 'polarity': 'positive', 'term': 'KOMBINATION', 'to': 72}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2663#5,4) juda qimmat.,[],"[{'category': 'narx', 'polarity': 'negative'}]"
2396#1,"Menga yoqdi, yigitlar juda samimiy","[{'from': 13, 'polarity': 'positive', 'term': 'yigitlar', 'to': 21}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
827#1,Ajoyib!,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2702#1,Bu restoranda bir necha bor aravachada sayr qilganman va har safar piyodalar yo‘lagidan yurganimda ularning to‘xtab qolgan mashinalari yo‘lakni to‘sib qo‘yadi.,"[{'from': 3, 'polarity': 'negative', 'term': 'restoranda', 'to': 13}]","[{'category': 'muhit', 'polarity': 'negative'}]"
2626#5,Hind ziravorlarini iste'mol qilishni yaxshi ko'radiganlar uchun tavsiya etiladi,"[{'from': 0, 'polarity': 'positive', 'term': 'Hind ziravorlarini', 'to': 18}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1417#2,"Xodimlarga, ayniqsa Ruben va Vildanaga a'lo va e'tiborli xizmat uchun rahmat!.","[{'from': 20, 'polarity': 'positive', 'term': 'Ruben va Vildanaga', 'to': 38}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
398#1,Oh Ha!,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
749#1,Osh zo'r,"[{'from': 0, 'polarity': 'positive', 'term': 'Osh', 'to': 3}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2829#1,Xodimlar ajoyib.,"[{'from': 0, 'polarity': 'positive', 'term': 'Xodimlar', 'to': 8}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1147#3,Lekin mazali ... mmm ...,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
1359#1,Super,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1045#4,Va u bu joyda sharhlarni yaxshi biladi.,"[{'from': 8, 'polarity': 'positive', 'term': 'joyda', 'to': 13}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1788#1,ajoyib,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2009#2,Narxlar qimmat.,"[{'from': 0, 'polarity': 'negative', 'term': 'Narxlar', 'to': 7}]","[{'category': 'narx', 'polarity': 'negative'}]"
1755#4,Taklif qilingan administrator.,"[{'from': 16, 'polarity': 'neutral', 'term': 'administrator', 'to': 29}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1449#1,Biz bu joyni juda yaxshi ko'ramiz !!,"[{'from': 7, 'polarity': 'positive', 'term': 'joyni', 'to': 12}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
879#2,Chiroyli qozon.,"[{'from': 9, 'polarity': 'positive', 'term': 'qozon', 'to': 14}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1098#1,Milliy taomlar uchun yaxshi kafe.,"[{'from': 21, 'polarity': 'positive', 'term': 'yaxshi kafe', 'to': 32}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2719#2,"Har doim bayram muhiti, doimo jonli musiqa, taniqli odamlar va mehmonlar mavjud.","[{'from': 30, 'polarity': 'positive', 'term': 'jonli musiqa', 'to': 42}
 {'from': 44, 'polarity': 'neutral', 'term': 'taniqli odamlar va mehmonlar', 'to': 72}
 {'from': 16, 'polarity': 'positive', 'term': 'muhiti', 'to': 22}]","[{'category': 'boshqalar', 'polarity': 'neutral'}
 {'category': 'muhit', 'polarity': 'positive'}]"
488#1,MEN BORGAN ENG YAXSHI YER.,"[{'from': 22, 'polarity': 'positive', 'term': 'YER', 'to': 25}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2532#9,"Musiqiy hamrohlik shu qadar balandki, gaplashib bo'lmaydi.","[{'from': 0, 'polarity': 'negative', 'term': 'Musiqiy hamrohlik', 'to': 17}]","[{'category': 'muhit', 'polarity': 'negative'}]"
254#9,"Rahmat, bolalar, yaxshi!","[{'from': 8, 'polarity': 'positive', 'term': 'bolalar', 'to': 15}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2466#4,Atmosfera va musiqa shou darajasi yuqori.,"[{'from': 13, 'polarity': 'positive', 'term': 'musiqa shou', 'to': 24}
 {'from': 0, 'polarity': 'positive', 'term': 'Atmosfera', 'to': 9}]","[{'category': 'muhit', 'polarity': 'positive'}]"
731#1,"mazaliosh, lekin stollar iflos","[{'from': 17, 'polarity': 'negative', 'term': 'stollar', 'to': 24}
 {'from': 6, 'polarity': 'positive', 'term': 'osh', 'to': 9}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'negative'}]"
2814#1,Ovqat mazali va qulay,"[{'from': 0, 'polarity': 'positive', 'term': 'Ovqat', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2057#1,mehribonlik.,[],"[{'category': 'xizmat', 'polarity': 'positive'}]"
1793#2,"""mehribonlik"" so'zlari shahar markazidagi kafeda yo'q, shahar markazida bu uyat.","[{'from': 1, 'polarity': 'negative', 'term': 'mehribonlik', 'to': 12}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2486#1,Ovqat mazali.,"[{'from': 0, 'polarity': 'positive', 'term': 'Ovqat', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1342#2,Dam olish kunlari tashrif buyuruvchilar juda ko'p.,"[{'from': 10, 'polarity': 'neutral', 'term': 'kunlari tashrif', 'to': 25}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2851#1,👍👍 oila bilan sayr qilish uchun chiroyli park,"[{'from': 17, 'polarity': 'positive', 'term': 'r qilish u', 'to': 27}]","[{'category': 'muhit', 'polarity': 'positive'}]"
774#1,"osh mazali, ayniqsa to'y oshi.","[{'from': 21, 'polarity': 'positive', 'term': ""to'y oshi"", 'to': 30}
 {'from': 0, 'polarity': 'positive', 'term': 'osh', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2012#1,o'nta 5 yulduz,"[{'from': 6, 'polarity': 'neutral', 'term': '5 yulduz', 'to': 14}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1307#2,"stol boshqa munosib joylarda bo'lgani kabi, boshqa birov tomonidan tozalanishi kerak, bular va boshqalar uchun Susan mavsumida sabablarga ko'ra, ular juda sekin xizmat qiladilar va kamdan-kam hollarda mehmonlarga yaqinlashadilar; menimcha, bu ma'muriyatning aybi, lekin biz ofitsiantlar bilan jahli chiqib, janjal qilamiz.","[{'from': 161, 'polarity': 'negative', 'term': 'xizmat', 'to': 167}
 {'from': 243, 'polarity': 'negative', 'term': ""ma'muriyatning"", 'to': 257}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2975#5,Inglizcha menyu mavjud.,"[{'from': 0, 'polarity': 'positive', 'term': 'Inglizcha menyu', 'to': 15}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2136#5,"Biroq, taom ajoyib!","[{'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
752#2,Men har bir sayyohga buni sinab ko'rishni maslahat beraman,"[{'from': 12, 'polarity': 'positive', 'term': 'sayyohga', 'to': 20}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1321#1,"Restoran juda shinam, qulay Yaqinda bu yerga oilam bilan yana tashrif buyurdim.","[{'from': 0, 'polarity': 'positive', 'term': 'Restoran', 'to': 8}]","[{'category': 'muhit', 'polarity': 'positive'}]"
383#2,Yana bir bor raxmat,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
717#2,Ularda 3 xil osh bor.,"[{'from': 7, 'polarity': 'neutral', 'term': '3 xil osh', 'to': 16}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
1364#1,Yaxshi o'yin maydonchasi mavjud,"[{'from': 13, 'polarity': 'positive', 'term': 'maydonchasi', 'to': 24}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1691#5,Qisqasi menga yoqmadi.,"[{'from': 0, 'polarity': 'negative', 'term': 'Qisqasi', 'to': 7}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
1399#1,Mos joy.,"[{'from': 4, 'polarity': 'positive', 'term': 'joy', 'to': 7}]","[{'category': 'muhit', 'polarity': 'positive'}]"
8#1,Biz o'tgan yilning 30 dekabrida Nobilega bordik.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
940#3,Bu joy juda mashhur.,"[{'from': 3, 'polarity': 'positive', 'term': 'joy', 'to': 6}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1748#1,Hammasi yaxshidek tuyuladi,"[{'from': 0, 'polarity': 'positive', 'term': 'Hammasi', 'to': 7}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
103#3,"Cho'chqa go'shti ham bor, agar havaskor bo'lsangiz, iltimos","[{'from': 10, 'polarity': 'neutral', 'term': ""go'shti"", 'to': 17}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
597#3,Kambag'al.,"[{'from': 0, 'polarity': 'negative', 'term': ""Kambag'al"", 'to': 9}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
2620#3,Shuning uchun Ehtiyot bo'ling..,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
905#3,Oddiy narx.,"[{'from': 6, 'polarity': 'neutral', 'term': 'narx', 'to': 10}]","[{'category': 'narx', 'polarity': 'neutral'}]"
2722#4,Ularda go'zallik saloni ham bor.,"[{'from': 7, 'polarity': 'positive', 'term': ""go'zallik saloni"", 'to': 23}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2988#5,"Buyurtmaning yarmi olib kelmadi, men unga yana chaqirisga to'g'ri keldi, u ajablanib so'radi: ""Kimga buyurdingiz?""","[{'from': 0, 'polarity': 'negative', 'term': 'Buyurtmaning', 'to': 12}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
358#1,Mazali va maqbul,[],"[{'category': 'boshqalar', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
789#1,katta rahmat,"[{'from': 6, 'polarity': 'positive', 'term': 'rahmat', 'to': 12}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1800#2,Men shunchaki bir o'zim o'tirmoqchi edim!,"[{'from': 14, 'polarity': 'neutral', 'term': ""bir o'zim"", 'to': 23}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2787#1,Piyodalar kafesi haqiqatan ham ovqatlanish uchun juda yaxshi joy va taomlari juda mazali.,"[{'from': 68, 'polarity': 'positive', 'term': 'taomlari', 'to': 76}
 {'from': 0, 'polarity': 'positive', 'term': 'Piyodalar kafesi', 'to': 16}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1492#2,Kalyan va spirtli ichimliklar juda yaxshi,"[{'from': 0, 'polarity': 'positive', 'term': 'Kalyan va spirtli ichimliklar', 'to': 29}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2356#1,"Sharob sousi filetosi, pishloqli sousli biftek va qovurg'a go'shti bifshteksi zo'r, tavsiya etiladi.","[{'from': 50, 'polarity': 'positive', 'term': ""qovurg'a go'shti bifshteksi"", 'to': 77}
 {'from': 0, 'polarity': 'positive', 'term': 'Sharob', 'to': 6}
 {'from': 23, 'polarity': 'positive', 'term': 'pishloqli sousli biftek', 'to': 46}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'positive'}]"
1167#6,Manzil juda qulay.,[],"[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
430#1,"Ajoyib joy, ajoyib menyu !!","[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}
 {'from': 19, 'polarity': 'positive', 'term': 'menyu', 'to': 24}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2237#5,Rahmat.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2313#1,Shubhali joy.,"[{'from': 9, 'polarity': 'conflict', 'term': 'joy', 'to': 12}]","[{'category': 'boshqalar', 'polarity': 'conflict'}]"
475#1,yaxashi joy ekan,"[{'from': 8, 'polarity': 'positive', 'term': 'joy', 'to': 11}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1863#1,"Joy yaxshi, lekin xizmat yomon, buyurtma berishda ehtiyot bo'lish kerak, aks holda taom boshqacha bo'lishi mumkin.","[{'from': 18, 'polarity': 'negative', 'term': 'xizmat', 'to': 24}
 {'from': 0, 'polarity': 'positive', 'term': 'Joy', 'to': 3}
 {'from': 83, 'polarity': 'neutral', 'term': 'taom', 'to': 87}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'negative'}
 {'category': 'ovqat', 'polarity': 'neutral'}]"
1020#1,Bazil uglerod ajoyib!,"[{'from': 0, 'polarity': 'positive', 'term': 'Bazil uglerod', 'to': 13}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
14#3,Xizmat nol.,"[{'from': 0, 'polarity': 'negative', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1826#1,Turkiya,"[{'from': 0, 'polarity': 'neutral', 'term': 'Turkiya', 'to': 7}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
884#2,Mazali osh!,"[{'from': 7, 'polarity': 'positive', 'term': 'osh', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1065#1,Mazali.,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
2599#3,Oziq-ovqat sifati va miqdori hayratlanarli.,"[{'from': 0, 'polarity': 'positive', 'term': 'Oziq-ovqat', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
51#3,Do'stlaringiz bilan keling va ovqatlanishni baham ko'ring.,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
416#2,"Ovqatalri yaxshi pishirilgan, tez xizmat.","[{'from': 0, 'polarity': 'positive', 'term': 'Ovqatalri', 'to': 9}
 {'from': 34, 'polarity': 'positive', 'term': 'xizmat', 'to': 40}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
694#1,Bu juda mazali va mazali edi !!!,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
2407#5,"Men maslahat beraman, ayniqsa oila bilan keling.",[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1636#2,Siz ofitsiantlarni juda uzoq vaqt kutishingiz mumkin.,"[{'from': 4, 'polarity': 'negative', 'term': 'ofitsiantlarni', 'to': 18}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2523#1,Achchiqni sevuvchilar uchun taom.,"[{'from': 28, 'polarity': 'neutral', 'term': 'taom', 'to': 32}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
